date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,NOK_N0,NOK_N1,NOK_N2,NOK_N3,NOK_N4,NOK_N5,NOK_N6
2020-07-21,O,2020-07-20 18:00:00,2020-07-21 17:00:00,2020-07-21 14:59:30,2020-07-21 15:00:00,33,,202009,202012,202103,202106,202109,202112
2020-07-22,O,2020-07-21 18:00:00,2020-07-22 17:00:00,2020-07-22 14:59:30,2020-07-22 15:00:00,32,,202009,202012,202103,202106,202109,202112
2020-07-23,O,2020-07-22 18:00:00,2020-07-23 17:00:00,2020-07-23 14:59:30,2020-07-23 15:00:00,31,,202009,202012,202103,202106,202109,202112
2020-07-24,O,2020-07-23 18:00:00,2020-07-24 17:00:00,2020-07-24 14:59:30,2020-07-24 15:00:00,30,,202009,202012,202103,202106,202109,202112
2020-07-27,O,2020-07-26 18:00:00,2020-07-27 17:00:00,2020-07-27 14:59:30,2020-07-27 15:00:00,29,,202009,202012,202103,202106,202109,202112
2020-07-28,O,2020-07-27 18:00:00,2020-07-28 17:00:00,2020-07-28 14:59:30,2020-07-28 15:00:00,28,,202009,202012,202103,202106,202109,202112
2020-07-29,O,2020-07-28 18:00:00,2020-07-29 17:00:00,2020-07-29 14:59:30,2020-07-29 15:00:00,27,,202009,202012,202103,202106,202109,202112
2020-07-30,O,2020-07-29 18:00:00,2020-07-30 17:00:00,2020-07-30 14:59:30,2020-07-30 15:00:00,26,,202009,202012,202103,202106,202109,202112
2020-07-31,O,2020-07-30 18:00:00,2020-07-31 17:00:00,2020-07-31 14:59:30,2020-07-31 15:00:00,25,,202009,202012,202103,202106,202109,202112
2020-08-03,O,2020-08-02 18:00:00,2020-08-03 17:00:00,2020-08-03 14:59:30,2020-08-03 15:00:00,24,,202009,202012,202103,202106,202109,202112
2020-08-04,O,2020-08-03 18:00:00,2020-08-04 17:00:00,2020-08-04 14:59:30,2020-08-04 15:00:00,23,,202009,202012,202103,202106,202109,202112
2020-08-05,O,2020-08-04 18:00:00,2020-08-05 17:00:00,2020-08-05 14:59:30,2020-08-05 15:00:00,22,,202009,202012,202103,202106,202109,202112
2020-08-06,O,2020-08-05 18:00:00,2020-08-06 17:00:00,2020-08-06 14:59:30,2020-08-06 15:00:00,21,,202009,202012,202103,202106,202109,202112
2020-08-07,O,2020-08-06 18:00:00,2020-08-07 17:00:00,2020-08-07 14:59:30,2020-08-07 15:00:00,20,,202009,202012,202103,202106,202109,202112
2020-08-10,O,2020-08-09 18:00:00,2020-08-10 17:00:00,2020-08-10 14:59:30,2020-08-10 15:00:00,19,,202009,202012,202103,202106,202109,202112
2020-08-11,O,2020-08-10 18:00:00,2020-08-11 17:00:00,2020-08-11 14:59:30,2020-08-11 15:00:00,18,,202009,202012,202103,202106,202109,202112
2020-08-12,O,2020-08-11 18:00:00,2020-08-12 17:00:00,2020-08-12 14:59:30,2020-08-12 15:00:00,17,,202009,202012,202103,202106,202109,202112
2020-08-13,O,2020-08-12 18:00:00,2020-08-13 17:00:00,2020-08-13 14:59:30,2020-08-13 15:00:00,16,,202009,202012,202103,202106,202109,202112
2020-08-14,O,2020-08-13 18:00:00,2020-08-14 17:00:00,2020-08-14 14:59:30,2020-08-14 15:00:00,15,,202009,202012,202103,202106,202109,202112
2020-08-17,O,2020-08-16 18:00:00,2020-08-17 17:00:00,2020-08-17 14:59:30,2020-08-17 15:00:00,14,,202009,202012,202103,202106,202109,202112
2020-08-18,O,2020-08-17 18:00:00,2020-08-18 17:00:00,2020-08-18 14:59:30,2020-08-18 15:00:00,13,,202009,202012,202103,202106,202109,202112
2020-08-19,O,2020-08-18 18:00:00,2020-08-19 17:00:00,2020-08-19 14:59:30,2020-08-19 15:00:00,12,,202009,202012,202103,202106,202109,202112
2020-08-20,O,2020-08-19 18:00:00,2020-08-20 17:00:00,2020-08-20 14:59:30,2020-08-20 15:00:00,11,,202009,202012,202103,202106,202109,202112
2020-08-21,O,2020-08-20 18:00:00,2020-08-21 17:00:00,2020-08-21 14:59:30,2020-08-21 15:00:00,10,,202009,202012,202103,202106,202109,202112
2020-08-24,O,2020-08-23 18:00:00,2020-08-24 17:00:00,2020-08-24 14:59:30,2020-08-24 15:00:00,9,,202009,202012,202103,202106,202109,202112
2020-08-25,O,2020-08-24 18:00:00,2020-08-25 17:00:00,2020-08-25 14:59:30,2020-08-25 15:00:00,8,,202009,202012,202103,202106,202109,202112
2020-08-26,O,2020-08-25 18:00:00,2020-08-26 17:00:00,2020-08-26 14:59:30,2020-08-26 15:00:00,7,,202009,202012,202103,202106,202109,202112
2020-08-27,O,2020-08-26 18:00:00,2020-08-27 17:00:00,2020-08-27 14:59:30,2020-08-27 15:00:00,6,,202009,202012,202103,202106,202109,202112
2020-08-28,O,2020-08-27 18:00:00,2020-08-28 17:00:00,2020-08-28 14:59:30,2020-08-28 15:00:00,5,,202009,202012,202103,202106,202109,202112
2020-08-31,O,2020-08-30 18:00:00,2020-08-31 17:00:00,2020-08-31 14:59:30,2020-08-31 15:00:00,4,,202009,202012,202103,202106,202109,202112
2020-09-01,O,2020-08-31 18:00:00,2020-09-01 17:00:00,2020-09-01 14:59:30,2020-09-01 15:00:00,3,,202009,202012,202103,202106,202109,202112
2020-09-02,O,2020-09-01 18:00:00,2020-09-02 17:00:00,2020-09-02 14:59:30,2020-09-02 15:00:00,2,,202009,202012,202103,202106,202109,202112
2020-09-03,O,2020-09-02 18:00:00,2020-09-03 17:00:00,2020-09-03 14:59:30,2020-09-03 15:00:00,1,,202009,202012,202103,202106,202109,202112
2020-09-04,O,2020-09-03 18:00:00,2020-09-04 17:00:00,2020-09-04 14:59:30,2020-09-04 15:00:00,0,,202009,202012,202103,202106,202109,202112
2020-09-07,X,,,,,,,,,,,,
2020-09-08,O,2020-09-07 18:00:00,2020-09-08 17:00:00,2020-09-08 14:59:30,2020-09-08 15:00:00,63,202009,202012,202103,202106,202109,202112,202203
2020-09-09,O,2020-09-08 18:00:00,2020-09-09 17:00:00,2020-09-09 14:59:30,2020-09-09 15:00:00,62,202009,202012,202103,202106,202109,202112,202203
2020-09-10,O,2020-09-09 18:00:00,2020-09-10 17:00:00,2020-09-10 14:59:30,2020-09-10 15:00:00,61,202009,202012,202103,202106,202109,202112,202203
2020-09-11,O,2020-09-10 18:00:00,2020-09-11 17:00:00,2020-09-11 14:59:30,2020-09-11 15:00:00,60,202009,202012,202103,202106,202109,202112,202203
2020-09-14,O,2020-09-13 18:00:00,2020-09-14 17:00:00,2020-09-14 14:59:30,2020-09-14 15:00:00,59,202009,202012,202103,202106,202109,202112,202203
2020-09-15,O,2020-09-14 18:00:00,2020-09-15 17:00:00,2020-09-15 14:59:30,2020-09-15 15:00:00,58,,202012,202103,202106,202109,202112,202203
2020-09-16,O,2020-09-15 18:00:00,2020-09-16 17:00:00,2020-09-16 14:59:30,2020-09-16 15:00:00,57,,202012,202103,202106,202109,202112,202203
2020-09-17,O,2020-09-16 18:00:00,2020-09-17 17:00:00,2020-09-17 14:59:30,2020-09-17 15:00:00,56,,202012,202103,202106,202109,202112,202203
2020-09-18,O,2020-09-17 18:00:00,2020-09-18 17:00:00,2020-09-18 14:59:30,2020-09-18 15:00:00,55,,202012,202103,202106,202109,202112,202203
2020-09-21,O,2020-09-20 18:00:00,2020-09-21 17:00:00,2020-09-21 14:59:30,2020-09-21 15:00:00,54,,202012,202103,202106,202109,202112,202203
2020-09-22,O,2020-09-21 18:00:00,2020-09-22 17:00:00,2020-09-22 14:59:30,2020-09-22 15:00:00,53,,202012,202103,202106,202109,202112,202203
2020-09-23,O,2020-09-22 18:00:00,2020-09-23 17:00:00,2020-09-23 14:59:30,2020-09-23 15:00:00,52,,202012,202103,202106,202109,202112,202203
2020-09-24,O,2020-09-23 18:00:00,2020-09-24 17:00:00,2020-09-24 14:59:30,2020-09-24 15:00:00,51,,202012,202103,202106,202109,202112,202203
2020-09-25,O,2020-09-24 18:00:00,2020-09-25 17:00:00,2020-09-25 14:59:30,2020-09-25 15:00:00,50,,202012,202103,202106,202109,202112,202203
2020-09-28,O,2020-09-27 18:00:00,2020-09-28 17:00:00,2020-09-28 14:59:30,2020-09-28 15:00:00,49,,202012,202103,202106,202109,202112,202203
2020-09-29,O,2020-09-28 18:00:00,2020-09-29 17:00:00,2020-09-29 14:59:30,2020-09-29 15:00:00,48,,202012,202103,202106,202109,202112,202203
2020-09-30,O,2020-09-29 18:00:00,2020-09-30 17:00:00,2020-09-30 14:59:30,2020-09-30 15:00:00,47,,202012,202103,202106,202109,202112,202203
2020-10-01,O,2020-09-30 18:00:00,2020-10-01 17:00:00,2020-10-01 14:59:30,2020-10-01 15:00:00,46,,202012,202103,202106,202109,202112,202203
2020-10-02,O,2020-10-01 18:00:00,2020-10-02 17:00:00,2020-10-02 14:59:30,2020-10-02 15:00:00,45,,202012,202103,202106,202109,202112,202203
2020-10-05,O,2020-10-04 18:00:00,2020-10-05 17:00:00,2020-10-05 14:59:30,2020-10-05 15:00:00,44,,202012,202103,202106,202109,202112,202203
2020-10-06,O,2020-10-05 18:00:00,2020-10-06 17:00:00,2020-10-06 14:59:30,2020-10-06 15:00:00,43,,202012,202103,202106,202109,202112,202203
2020-10-07,O,2020-10-06 18:00:00,2020-10-07 17:00:00,2020-10-07 14:59:30,2020-10-07 15:00:00,42,,202012,202103,202106,202109,202112,202203
2020-10-08,O,2020-10-07 18:00:00,2020-10-08 17:00:00,2020-10-08 14:59:30,2020-10-08 15:00:00,41,,202012,202103,202106,202109,202112,202203
2020-10-09,O,2020-10-08 18:00:00,2020-10-09 17:00:00,2020-10-09 14:59:30,2020-10-09 15:00:00,40,,202012,202103,202106,202109,202112,202203
2020-10-12,O,2020-10-11 18:00:00,2020-10-12 17:00:00,2020-10-12 14:59:30,2020-10-12 15:00:00,39,,202012,202103,202106,202109,202112,202203
2020-10-13,O,2020-10-12 18:00:00,2020-10-13 17:00:00,2020-10-13 14:59:30,2020-10-13 15:00:00,38,,202012,202103,202106,202109,202112,202203
2020-10-14,O,2020-10-13 18:00:00,2020-10-14 17:00:00,2020-10-14 14:59:30,2020-10-14 15:00:00,37,,202012,202103,202106,202109,202112,202203
2020-10-15,O,2020-10-14 18:00:00,2020-10-15 17:00:00,2020-10-15 14:59:30,2020-10-15 15:00:00,36,,202012,202103,202106,202109,202112,202203
2020-10-16,O,2020-10-15 18:00:00,2020-10-16 17:00:00,2020-10-16 14:59:30,2020-10-16 15:00:00,35,,202012,202103,202106,202109,202112,202203
2020-10-19,O,2020-10-18 18:00:00,2020-10-19 17:00:00,2020-10-19 14:59:30,2020-10-19 15:00:00,34,,202012,202103,202106,202109,202112,202203
2020-10-20,O,2020-10-19 18:00:00,2020-10-20 17:00:00,2020-10-20 14:59:30,2020-10-20 15:00:00,33,,202012,202103,202106,202109,202112,202203
2020-10-21,O,2020-10-20 18:00:00,2020-10-21 17:00:00,2020-10-21 14:59:30,2020-10-21 15:00:00,32,,202012,202103,202106,202109,202112,202203
2020-10-22,O,2020-10-21 18:00:00,2020-10-22 17:00:00,2020-10-22 14:59:30,2020-10-22 15:00:00,31,,202012,202103,202106,202109,202112,202203
2020-10-23,O,2020-10-22 18:00:00,2020-10-23 17:00:00,2020-10-23 14:59:30,2020-10-23 15:00:00,30,,202012,202103,202106,202109,202112,202203
2020-10-26,O,2020-10-25 18:00:00,2020-10-26 17:00:00,2020-10-26 14:59:30,2020-10-26 15:00:00,29,,202012,202103,202106,202109,202112,202203
2020-10-27,O,2020-10-26 18:00:00,2020-10-27 17:00:00,2020-10-27 14:59:30,2020-10-27 15:00:00,28,,202012,202103,202106,202109,202112,202203
2020-10-28,O,2020-10-27 18:00:00,2020-10-28 17:00:00,2020-10-28 14:59:30,2020-10-28 15:00:00,27,,202012,202103,202106,202109,202112,202203
2020-10-29,O,2020-10-28 18:00:00,2020-10-29 17:00:00,2020-10-29 14:59:30,2020-10-29 15:00:00,26,,202012,202103,202106,202109,202112,202203
2020-10-30,O,2020-10-29 18:00:00,2020-10-30 17:00:00,2020-10-30 14:59:30,2020-10-30 15:00:00,25,,202012,202103,202106,202109,202112,202203
2020-11-02,O,2020-11-01 18:00:00,2020-11-02 17:00:00,2020-11-02 14:59:30,2020-11-02 15:00:00,24,,202012,202103,202106,202109,202112,202203
2020-11-03,O,2020-11-02 18:00:00,2020-11-03 17:00:00,2020-11-03 14:59:30,2020-11-03 15:00:00,23,,202012,202103,202106,202109,202112,202203
2020-11-04,O,2020-11-03 18:00:00,2020-11-04 17:00:00,2020-11-04 14:59:30,2020-11-04 15:00:00,22,,202012,202103,202106,202109,202112,202203
2020-11-05,O,2020-11-04 18:00:00,2020-11-05 17:00:00,2020-11-05 14:59:30,2020-11-05 15:00:00,21,,202012,202103,202106,202109,202112,202203
2020-11-06,O,2020-11-05 18:00:00,2020-11-06 17:00:00,2020-11-06 14:59:30,2020-11-06 15:00:00,20,,202012,202103,202106,202109,202112,202203
2020-11-09,O,2020-11-08 18:00:00,2020-11-09 17:00:00,2020-11-09 14:59:30,2020-11-09 15:00:00,19,,202012,202103,202106,202109,202112,202203
2020-11-10,O,2020-11-09 18:00:00,2020-11-10 17:00:00,2020-11-10 14:59:30,2020-11-10 15:00:00,18,,202012,202103,202106,202109,202112,202203
2020-11-11,O,2020-11-10 18:00:00,2020-11-11 17:00:00,2020-11-11 14:59:30,2020-11-11 15:00:00,17,,202012,202103,202106,202109,202112,202203
2020-11-12,O,2020-11-11 18:00:00,2020-11-12 17:00:00,2020-11-12 14:59:30,2020-11-12 15:00:00,16,,202012,202103,202106,202109,202112,202203
2020-11-13,O,2020-11-12 18:00:00,2020-11-13 17:00:00,2020-11-13 14:59:30,2020-11-13 15:00:00,15,,202012,202103,202106,202109,202112,202203
2020-11-16,O,2020-11-15 18:00:00,2020-11-16 17:00:00,2020-11-16 14:59:30,2020-11-16 15:00:00,14,,202012,202103,202106,202109,202112,202203
2020-11-17,O,2020-11-16 18:00:00,2020-11-17 17:00:00,2020-11-17 14:59:30,2020-11-17 15:00:00,13,,202012,202103,202106,202109,202112,202203
2020-11-18,O,2020-11-17 18:00:00,2020-11-18 17:00:00,2020-11-18 14:59:30,2020-11-18 15:00:00,12,,202012,202103,202106,202109,202112,202203
2020-11-19,O,2020-11-18 18:00:00,2020-11-19 17:00:00,2020-11-19 14:59:30,2020-11-19 15:00:00,11,,202012,202103,202106,202109,202112,202203
2020-11-20,O,2020-11-19 18:00:00,2020-11-20 17:00:00,2020-11-20 14:59:30,2020-11-20 15:00:00,10,,202012,202103,202106,202109,202112,202203
2020-11-23,O,2020-11-22 18:00:00,2020-11-23 17:00:00,2020-11-23 14:59:30,2020-11-23 15:00:00,9,,202012,202103,202106,202109,202112,202203
2020-11-24,O,2020-11-23 18:00:00,2020-11-24 17:00:00,2020-11-24 14:59:30,2020-11-24 15:00:00,8,,202012,202103,202106,202109,202112,202203
2020-11-25,O,2020-11-24 18:00:00,2020-11-25 17:00:00,2020-11-25 14:59:30,2020-11-25 15:00:00,7,,202012,202103,202106,202109,202112,202203
2020-11-26,X,,,,,,,,,,,,
2020-11-27,O,2020-11-26 18:00:00,2020-11-27 17:00:00,2020-11-27 14:59:30,2020-11-27 15:00:00,6,,202012,202103,202106,202109,202112,202203
2020-11-30,O,2020-11-29 18:00:00,2020-11-30 17:00:00,2020-11-30 14:59:30,2020-11-30 15:00:00,5,,202012,202103,202106,202109,202112,202203
2020-12-01,O,2020-11-30 18:00:00,2020-12-01 17:00:00,2020-12-01 14:59:30,2020-12-01 15:00:00,4,,202012,202103,202106,202109,202112,202203
2020-12-02,O,2020-12-01 18:00:00,2020-12-02 17:00:00,2020-12-02 14:59:30,2020-12-02 15:00:00,3,,202012,202103,202106,202109,202112,202203
2020-12-03,O,2020-12-02 18:00:00,2020-12-03 17:00:00,2020-12-03 14:59:30,2020-12-03 15:00:00,2,,202012,202103,202106,202109,202112,202203
2020-12-04,O,2020-12-03 18:00:00,2020-12-04 17:00:00,2020-12-04 14:59:30,2020-12-04 15:00:00,1,,202012,202103,202106,202109,202112,202203
2020-12-07,O,2020-12-06 18:00:00,2020-12-07 17:00:00,2020-12-07 14:59:30,2020-12-07 15:00:00,0,,202012,202103,202106,202109,202112,202203
2020-12-08,O,2020-12-07 18:00:00,2020-12-08 17:00:00,2020-12-08 14:59:30,2020-12-08 15:00:00,60,202012,202103,202106,202109,202112,202203,202206
2020-12-09,O,2020-12-08 18:00:00,2020-12-09 17:00:00,2020-12-09 14:59:30,2020-12-09 15:00:00,59,202012,202103,202106,202109,202112,202203,202206
2020-12-10,O,2020-12-09 18:00:00,2020-12-10 17:00:00,2020-12-10 14:59:30,2020-12-10 15:00:00,58,202012,202103,202106,202109,202112,202203,202206
2020-12-11,O,2020-12-10 18:00:00,2020-12-11 17:00:00,2020-12-11 14:59:30,2020-12-11 15:00:00,57,202012,202103,202106,202109,202112,202203,202206
2020-12-14,O,2020-12-13 18:00:00,2020-12-14 17:00:00,2020-12-14 14:59:30,2020-12-14 15:00:00,56,202012,202103,202106,202109,202112,202203,202206
2020-12-15,O,2020-12-14 18:00:00,2020-12-15 17:00:00,2020-12-15 14:59:30,2020-12-15 15:00:00,55,,202103,202106,202109,202112,202203,202206
2020-12-16,O,2020-12-15 18:00:00,2020-12-16 17:00:00,2020-12-16 14:59:30,2020-12-16 15:00:00,54,,202103,202106,202109,202112,202203,202206
2020-12-17,O,2020-12-16 18:00:00,2020-12-17 17:00:00,2020-12-17 14:59:30,2020-12-17 15:00:00,53,,202103,202106,202109,202112,202203,202206
2020-12-18,O,2020-12-17 18:00:00,2020-12-18 17:00:00,2020-12-18 14:59:30,2020-12-18 15:00:00,52,,202103,202106,202109,202112,202203,202206
2020-12-21,O,2020-12-20 18:00:00,2020-12-21 17:00:00,2020-12-21 14:59:30,2020-12-21 15:00:00,51,,202103,202106,202109,202112,202203,202206
2020-12-22,O,2020-12-21 18:00:00,2020-12-22 17:00:00,2020-12-22 14:59:30,2020-12-22 15:00:00,50,,202103,202106,202109,202112,202203,202206
2020-12-23,O,2020-12-22 18:00:00,2020-12-23 17:00:00,2020-12-23 14:59:30,2020-12-23 15:00:00,49,,202103,202106,202109,202112,202203,202206
2020-12-24,O,2020-12-23 18:00:00,2020-12-24 17:00:00,2020-12-24 14:59:30,2020-12-24 15:00:00,48,,202103,202106,202109,202112,202203,202206
2020-12-25,X,,,,,,,,,,,,
2020-12-28,O,2020-12-27 18:00:00,2020-12-28 17:00:00,2020-12-28 14:59:30,2020-12-28 15:00:00,47,,202103,202106,202109,202112,202203,202206
2020-12-29,O,2020-12-28 18:00:00,2020-12-29 17:00:00,2020-12-29 14:59:30,2020-12-29 15:00:00,46,,202103,202106,202109,202112,202203,202206
2020-12-30,O,2020-12-29 18:00:00,2020-12-30 17:00:00,2020-12-30 14:59:30,2020-12-30 15:00:00,45,,202103,202106,202109,202112,202203,202206
2020-12-31,O,2020-12-30 18:00:00,2020-12-31 17:00:00,2020-12-31 14:59:30,2020-12-31 15:00:00,44,,202103,202106,202109,202112,202203,202206
2021-01-01,X,,,,,,,,,,,,
2021-01-04,O,2021-01-03 18:00:00,2021-01-04 17:00:00,2021-01-04 14:59:30,2021-01-04 15:00:00,43,,202103,202106,202109,202112,202203,202206
2021-01-05,O,2021-01-04 18:00:00,2021-01-05 17:00:00,2021-01-05 14:59:30,2021-01-05 15:00:00,42,,202103,202106,202109,202112,202203,202206
2021-01-06,O,2021-01-05 18:00:00,2021-01-06 17:00:00,2021-01-06 14:59:30,2021-01-06 15:00:00,41,,202103,202106,202109,202112,202203,202206
2021-01-07,O,2021-01-06 18:00:00,2021-01-07 17:00:00,2021-01-07 14:59:30,2021-01-07 15:00:00,40,,202103,202106,202109,202112,202203,202206
2021-01-08,O,2021-01-07 18:00:00,2021-01-08 17:00:00,2021-01-08 14:59:30,2021-01-08 15:00:00,39,,202103,202106,202109,202112,202203,202206
2021-01-11,O,2021-01-10 18:00:00,2021-01-11 17:00:00,2021-01-11 14:59:30,2021-01-11 15:00:00,38,,202103,202106,202109,202112,202203,202206
2021-01-12,O,2021-01-11 18:00:00,2021-01-12 17:00:00,2021-01-12 14:59:30,2021-01-12 15:00:00,37,,202103,202106,202109,202112,202203,202206
2021-01-13,O,2021-01-12 18:00:00,2021-01-13 17:00:00,2021-01-13 14:59:30,2021-01-13 15:00:00,36,,202103,202106,202109,202112,202203,202206
2021-01-14,O,2021-01-13 18:00:00,2021-01-14 17:00:00,2021-01-14 14:59:30,2021-01-14 15:00:00,35,,202103,202106,202109,202112,202203,202206
2021-01-15,O,2021-01-14 18:00:00,2021-01-15 17:00:00,2021-01-15 14:59:30,2021-01-15 15:00:00,34,,202103,202106,202109,202112,202203,202206
2021-01-18,X,,,,,,,,,,,,
2021-01-19,O,2021-01-18 18:00:00,2021-01-19 17:00:00,2021-01-19 14:59:30,2021-01-19 15:00:00,33,,202103,202106,202109,202112,202203,202206
2021-01-20,O,2021-01-19 18:00:00,2021-01-20 17:00:00,2021-01-20 14:59:30,2021-01-20 15:00:00,32,,202103,202106,202109,202112,202203,202206
2021-01-21,O,2021-01-20 18:00:00,2021-01-21 17:00:00,2021-01-21 14:59:30,2021-01-21 15:00:00,31,,202103,202106,202109,202112,202203,202206
2021-01-22,O,2021-01-21 18:00:00,2021-01-22 17:00:00,2021-01-22 14:59:30,2021-01-22 15:00:00,30,,202103,202106,202109,202112,202203,202206
2021-01-25,O,2021-01-24 18:00:00,2021-01-25 17:00:00,2021-01-25 14:59:30,2021-01-25 15:00:00,29,,202103,202106,202109,202112,202203,202206
2021-01-26,O,2021-01-25 18:00:00,2021-01-26 17:00:00,2021-01-26 14:59:30,2021-01-26 15:00:00,28,,202103,202106,202109,202112,202203,202206
2021-01-27,O,2021-01-26 18:00:00,2021-01-27 17:00:00,2021-01-27 14:59:30,2021-01-27 15:00:00,27,,202103,202106,202109,202112,202203,202206
2021-01-28,O,2021-01-27 18:00:00,2021-01-28 17:00:00,2021-01-28 14:59:30,2021-01-28 15:00:00,26,,202103,202106,202109,202112,202203,202206
2021-01-29,O,2021-01-28 18:00:00,2021-01-29 17:00:00,2021-01-29 14:59:30,2021-01-29 15:00:00,25,,202103,202106,202109,202112,202203,202206
2021-02-01,O,2021-01-31 18:00:00,2021-02-01 17:00:00,2021-02-01 14:59:30,2021-02-01 15:00:00,24,,202103,202106,202109,202112,202203,202206
2021-02-02,O,2021-02-01 18:00:00,2021-02-02 17:00:00,2021-02-02 14:59:30,2021-02-02 15:00:00,23,,202103,202106,202109,202112,202203,202206
2021-02-03,O,2021-02-02 18:00:00,2021-02-03 17:00:00,2021-02-03 14:59:30,2021-02-03 15:00:00,22,,202103,202106,202109,202112,202203,202206
2021-02-04,O,2021-02-03 18:00:00,2021-02-04 17:00:00,2021-02-04 14:59:30,2021-02-04 15:00:00,21,,202103,202106,202109,202112,202203,202206
2021-02-05,O,2021-02-04 18:00:00,2021-02-05 17:00:00,2021-02-05 14:59:30,2021-02-05 15:00:00,20,,202103,202106,202109,202112,202203,202206
